;nom;joueurs;age;duree_minutes;image_url
772;Ghost Fightin' Treasure Hunters;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1582906672/300/at/19417.png
773;Kikafé?;3 — 6;6+;15;https://www.myludo.fr/img/jeux/1753053656/300/aw/22923.png
774;Attack On Titan - Le Dernier Rempart;2 — 5;14+;30;https://www.myludo.fr/img/jeux/1716025320/300/aa/27.png
775;Le Dernier Casse;2 — 4;7+;30;https://www.myludo.fr/img/jeux/1609809642/300/ba/26322.png
776;Les Poilus;2 — 5;10+;30;https://www.myludo.fr/img/jeux/1725539205/300/ab/1280.png
777;King Of New York;2 — 6;10+;40;https://www.myludo.fr/img/jeux/1676772875/300/ab/1466.png
778;Dans Ta Tête;3 — 18;16+;20;https://www.myludo.fr/img/jeux/1611275129/300/az/25480.png
779;Le Parrain - L'Empire De Corleone;2 — 5;14+;60 — 90;https://www.myludo.fr/img/jeux/1732882356/300/au/20601.png
780;Katana;3 — 7;8+;40;https://www.myludo.fr/img/jeux/1722884301/300/ac/2543.png
781;Halli Galli Junior;2 — 4;4+;15;https://www.myludo.fr/img/jeux/1660240545/300/ag/6515.png
782;Halli Galli;2 — 6;6+;30;https://www.myludo.fr/img/jeux/1609175152/300/af/5168.png
783;One Deck Dungeon;1 — 2;14+;30;https://www.myludo.fr/img/jeux/1681301416/300/ax/23077.png
784;Fantasy II;2 — 4;8+;15;https://www.myludo.fr/img/jeux/1755418844/300/al/11321.png
785;Petits Meurtres & Faits Divers;4 — 7;12+;45;https://www.myludo.fr/img/jeux/1662719251/300/ak/10787.png
786;Chronicles Of Crime;1 — 4;12+;60 — 90;https://www.myludo.fr/img/jeux/1711743546/300/at/19974.png
787;Sherlock 13;2 — 4;6+;15;https://www.myludo.fr/img/jeux/1753054139/300/aa/29.png
788;Sherlock Holmes - Les Meurtres De La Tamise & Autres Enquêtes;1+;12+;120 — 180;https://www.myludo.fr/img/jeux/1728289873/300/aa/281.png
789;Les Loups-Garous De Thiercelieux;8 — 18;8+;30;https://www.myludo.fr/img/jeux/1741868394/300/as/18179.png
790;Les Loups-Garous De Thiercelieux - Best Of;8 — 28;10+;30;https://www.myludo.fr/img/jeux/1728787505/300/aa/494.png
791;This War Of Mine;1 — 6;18+;120;https://www.myludo.fr/img/jeux/1748621948/300/at/19870.png
792;Profiler;3 — 8;12+;30;https://www.myludo.fr/img/jeux/1753054666/300/aa/185.png
793;Andor - Chada & Thorn;Duo;10+;30 — 60;https://www.myludo.fr/img/jeux/1736072183/300/aa/552.png
794;Andor;2 — 4;10+;60;https://www.myludo.fr/img/jeux/1752842187/300/ac/2303.png
795;Ninja Taisen;Duo;8+;20 — 30;https://www.myludo.fr/img/jeux/1756246937/300/aa/134.png
796;The Boss;2 — 4;10+;40;https://www.myludo.fr/img/jeux/1638304999/300/af/5640.png
797;Boss Monster;2 — 4;14+;20;https://www.myludo.fr/img/jeux/1613759631/300/aa/530.png
798;Rise To Nobility;1 — 6;14+;25 — 150;https://www.myludo.fr/img/jeux/1614762155/300/au/20443.png
799;Dungeon Lords;2 — 4;12+;90;https://www.myludo.fr/img/jeux/1733672414/300/ah/7070.png
800;Las Vegas;2 — 5;8+;25;https://www.myludo.fr/img/jeux/1730658008/300/ay/24296.png
801;Le Dernier Banquet;6 — 25;14+;60;https://www.myludo.fr/img/jeux/1501787078/300/ab/1370.png
802;Camelot;2 — 5;10+;40;https://www.myludo.fr/img/jeux/1644961663/300/aa/738.png
803;Camel Up;2 — 8;8+;20 — 30;https://www.myludo.fr/img/jeux/1746979715/300/as/18651.png
804;Fast Fouille;3 — 8;10+;30;https://www.myludo.fr/img/jeux/1735043879/300/av/21048.png
805;Qui Paire Gagne;3 — 8;10+;30;https://www.myludo.fr/img/jeux/1725475017/300/aa/360.png
806;Photosynthesis;2 — 4;10+;60;https://www.myludo.fr/img/jeux/1733393007/300/au/20072.png
807;Minuit, Meurtre En Mer;2 — 6;12+;90;https://www.myludo.fr/img/jeux/1549994476/300/aa/6.png
808;Decrypto;3 — 8;12+;30;https://www.myludo.fr/img/jeux/1743240477/300/at/19555.png
809;Dixit - Odyssey;3 — 12;8+;30;https://www.myludo.fr/img/jeux/1694429654/300/ab/1577.png
810;The Big Book Of Madness;2 — 5;12+;60 — 120;https://www.myludo.fr/img/jeux/1746123393/300/aa/970.png
811;Le Petit Prince - Voyage Vers Les Étoiles;2 — 6;6+;20;https://www.myludo.fr/img/jeux/1732358371/300/av/21005.png
812;Kontour;3 — 7;10+;20;https://www.myludo.fr/img/jeux/1724494282/300/at/19716.png
813;Ice Cool;2 — 4;6+;30;https://www.myludo.fr/img/jeux/1702043750/300/aa/548.png
814;Pingouins;2 — 4;8+;20;https://www.myludo.fr/img/jeux/1733306400/300/ae/4479.png
815;Time Bomb;4 — 8;8+;15;https://www.myludo.fr/img/jeux/1753053696/300/aa/327.png
816;Quadropolis;2 — 4;8+;30 — 60;https://www.myludo.fr/img/jeux/1707249088/300/aa/782.png
817;Takenoko;2 — 4;8+;45;https://www.myludo.fr/img/jeux/1741722053/300/bc/28498.png
818;Kitchen Rush;1 — 4;12+;30 — 45;https://www.myludo.fr/img/jeux/1622966443/300/aw/22916.png
819;Not Alone;2 — 7;10+;30 — 45;https://www.myludo.fr/img/jeux/1741868894/300/aa/408.png
820;Service Compris!;2 — 6;10+;45;https://www.myludo.fr/img/jeux/1609174820/300/aa/736.png
821;Canardage;3 — 6;8+;20;https://www.myludo.fr/img/jeux/1722884130/300/aa/635.png
822;Le Trône De Fer - La Main Du Roi;2 — 4;14+;30;https://www.myludo.fr/img/jeux/1726416840/300/au/20296.png
823;Art Of War;Duo;12+;15;https://www.myludo.fr/img/jeux/1619441918/300/aa/507.png
824;Istanbul;2 — 5;10+;50;https://www.myludo.fr/img/jeux/1653314315/300/ab/1805.png
825;Les Charlatans De Belcastel;2 — 4;10+;30 — 60;https://www.myludo.fr/img/jeux/1721375390/300/az/25727.png
826;Bazar Bizarre;2 — 8;6+;20 — 30;https://www.myludo.fr/img/jeux/1630326778/300/be/30836.png
827;Le Bazar Des Voleurs;3 — 5;14+;45;https://www.myludo.fr/img/jeux/1609175031/300/aa/292.png
828;Bazar Bizarre - Le Chapeau Fantôme;2 — 8;8+;20;https://www.myludo.fr/img/jeux/1729517186/300/aa/652.png
829;Pickomino - La Totale !;2 — 7;8+;30;https://www.myludo.fr/img/jeux/1724601647/300/ba/26018.png
830;Drakon;2 — 6;10+;40;https://www.myludo.fr/img/jeux/1550477726/300/av/21333.png
831;King Of Tokyo;2 — 6;8+;30;https://www.myludo.fr/img/jeux/1749303146/300/aa/575.png
832;Dragon'S Gold;3 — 6;12+;45;https://www.myludo.fr/img/jeux/1754209080/300/ae/4451.png
833;Galaxy Trucker;2 — 4;10+;60;https://www.myludo.fr/img/jeux/1734863238/300/ad/3487.png
834;Mage Knight;1 — 4;14+;150;https://www.myludo.fr/img/jeux/1718882202/300/ab/1712.png
835;Santa Maria;1 — 4;12+;45 — 90;https://www.myludo.fr/img/jeux/1748612538/300/ba/26590.png
836;Seasons;2 — 4;14+;60;https://www.myludo.fr/img/jeux/1677597158/300/ad/3383.png
837;Condottiere;2 — 6;12+;30 — 45;https://www.myludo.fr/img/jeux/1755630675/300/ak/10429.png
838;Architectes Du Royaume De L'Ouest;1 — 5;12+;60 — 80;https://www.myludo.fr/img/jeux/1723264194/300/bc/28023.png
839;Mémoire 44;Duo;8+;30 — 60;https://www.myludo.fr/img/jeux/1751347321/300/ap/15580.png
840;Lewis & Clark;1 — 5;12+;120;https://www.myludo.fr/img/jeux/1695232597/300/ac/2036.png
841;The Resistance : Avalon;5 — 10;16+;30;https://www.myludo.fr/img/jeux/1658139277/300/ab/1895.png
842;Tokaido;2 — 5;8+;45;https://www.myludo.fr/img/jeux/1733907507/300/ad/3676.png
843;Outlaws - Last Man Standing;Duo;10+;15 — 20;https://www.myludo.fr/img/jeux/1685485545/300/av/21186.png
844;Immortal 8;3 — 6;14+;45;https://www.myludo.fr/img/jeux/1725785174/300/au/20799.png
845;Le Petit Chaperon Rouge;1 — 5;7+;20;https://www.myludo.fr/img/jeux/1638305621/300/ab/1073.png
846;Captain Sonar;2 — 8;14+;45;https://www.myludo.fr/img/jeux/1754584301/300/aa/545.png
847;Discoveries;2 — 4;14+;60;https://www.myludo.fr/img/jeux/1683903219/300/ab/1120.png
848;Celestia;2 — 6;8+;30;https://www.myludo.fr/img/jeux/1749443557/300/aa/817.png
849;Explorateurs De La Mer Du Nord;1 — 4;12+;30 — 60;https://www.myludo.fr/img/jeux/1613325327/300/at/19966.png
850;Snow Time;3 — 5;10+;30;https://www.myludo.fr/img/jeux/1756105880/300/az/25541.png
851;Cap'Taine Carcasse;2 — 4;8+;10 — 15;https://www.myludo.fr/img/jeux/1705045925/300/aa/645.png
852;Gobbit Angry Birds;2 — 8;6+;15;https://www.myludo.fr/img/jeux/1609177227/300/aa/632.png
853;Pillards De La Mer Du Nord;2 — 4;12+;70;https://www.myludo.fr/img/jeux/1723264038/300/aa/359.png
854;Parade;2 — 6;10+;30 — 60;https://www.myludo.fr/img/jeux/1622976140/300/ba/26286.png
855;Shabadabada;4+;8+;30 — 60;https://www.myludo.fr/img/jeux/1646419840/300/ac/2926.png
856;Fantasy;2 — 4;8+;20;https://www.myludo.fr/img/jeux/1709886035/300/as/18196.png
857;Kemet;2 — 5;13+;60;https://www.myludo.fr/img/jeux/1741158177/300/ad/3560.png
858;Race For The Galaxy;2 — 4;12+;40;https://www.myludo.fr/img/jeux/1744272153/300/ak/10200.png
859;Roll For The Galaxy;2 — 5;14+;30 — 60;https://www.myludo.fr/img/jeux/1667078160/300/aa/616.png
860;Le Petit Poucet Et La Forêt Mystérieuse;3 — 6;7+;20;https://www.myludo.fr/img/jeux/1629532629/300/ab/1847.png
861;Epic Card Game;2 — 8;13+;20 — 40;https://www.myludo.fr/img/jeux/1605286089/300/au/20160.png
862;Tiny Epic Galaxies;1 — 5;14+;30 — 60;https://www.myludo.fr/img/jeux/1746852670/300/aa/97.png
863;Tiny Epic Quest;1 — 4;14+;60;https://www.myludo.fr/img/jeux/1740408919/300/at/19220.png
864;Splendor;2 — 4;10+;30;https://www.myludo.fr/img/jeux/1750754757/300/ab/1875.png
865;Century - La Route Des Épices;2 — 5;8+;30 — 60;https://www.myludo.fr/img/jeux/1741868502/300/aa/61.png
866;Star Realms;Duo;12+;30 — 60;https://www.myludo.fr/img/jeux/1753053951/300/aa/860.png
867;Hero Realms;2 — 4;12+;20;https://www.myludo.fr/img/jeux/1682696248/300/aw/22968.png
868;Décrocher La Lune;2 — 6;6+;20;https://www.myludo.fr/img/jeux/1677477189/300/aa/7.png
869;Kingdom Builder;2 — 5;8+;30 — 60;https://www.myludo.fr/img/jeux/1721479811/300/ae/4258.png
870;Bunny Kingdom;2 — 4;12+;40 — 60;https://www.myludo.fr/img/jeux/1754225971/300/au/20071.png
871;When I Dream;4 — 10;8+;30;https://www.myludo.fr/img/jeux/1747309779/300/at/19546.png
872;Rush & Bash;2 — 6;8+;30;https://www.myludo.fr/img/jeux/1730559186/300/av/21880.png
873;Valeria;1 — 5;13+;30 — 45;https://www.myludo.fr/img/jeux/1705311613/300/at/19450.png
874;Anachrony;1 — 4;15+;30 — 120;https://www.myludo.fr/img/jeux/1759438267/300/aa/200.png
875;Shogun;3 — 5;12+;180;https://www.myludo.fr/img/jeux/1747369531/300/am/12120.png
876;Tomahawk;Duo;10+;40;https://www.myludo.fr/img/jeux/1607115059/300/al/11922.png
877;Jamaïca;2 — 6;8+;40;https://www.myludo.fr/img/jeux/1743680957/300/ah/7107.png
878;Jokes De Papa;2 — 12;16+;20 — 40;https://www.myludo.fr/img/jeux/1644305282/300/at/19722.png
879;Comment J'Ai Adopté Un Gnou;3 — 8;8+;20;https://www.myludo.fr/img/jeux/1742331181/300/ab/1550.png
880;Deus;2 — 4;14+;60;https://www.myludo.fr/img/jeux/1761815343/300/ab/1534.png
881;Imagine;3 — 8;12+;30;https://www.myludo.fr/img/jeux/1753041143/300/aa/630.png
882;Imaginarium;2 — 5;14+;60 — 90;https://www.myludo.fr/img/jeux/1744470575/300/at/19595.png
883;Paper Tales;2 — 5;12+;45;https://www.myludo.fr/img/jeux/1753053192/300/au/20620.png
884;Jaipur;Duo;12+;30;https://www.myludo.fr/img/jeux/1726139511/300/ah/7470.png
885;Bang!;3 — 8;8+;15;https://www.myludo.fr/img/jeux/1722942346/300/au/20021.png
886;Bang!;4 — 7;8+;20 — 40;https://www.myludo.fr/img/jeux/1741868958/300/ae/4947.png
887;Bang! - Le Duel;Duo;8+;30;https://www.myludo.fr/img/jeux/1728556366/300/av/21735.png
888;Paku Paku;2 — 8;8+;10;https://www.myludo.fr/img/jeux/1753054264/300/au/20056.png
889;Pandémie - Le Remède;2 — 5;10+;45;https://www.myludo.fr/img/jeux/1763310224/300/ab/1390.png
890;Pandemic - Montée Des Eaux;2 — 4;10+;30 — 60;https://www.myludo.fr/img/jeux/1739268506/300/ba/26542.png
891;Pandemic - La Chute De Rome;1 — 5;10+;30 — 60;https://www.myludo.fr/img/jeux/1696748742/300/ba/26492.png
892;Pandemic - Le Règne De Cthulhu;2 — 4;10+;30 — 60;https://www.myludo.fr/img/jeux/1754830873/300/as/18819.png
893;Pandemic;1 — 4;10+;45;https://www.myludo.fr/img/jeux/1721479519/300/ba/26543.png
894;Merlin Zinzin;2 — 6;7+;15;https://www.myludo.fr/img/jeux/1638305141/300/ad/3466.png
895;Privacy - No Limit?!;3 — 12;18+;45;https://www.myludo.fr/img/jeux/1635586821/300/ae/4617.png
896;Privacy;3 — 12;18+;45;https://www.myludo.fr/img/jeux/1654071029/300/aj/9712.png
897;Through The Ages;2 — 4;14+;120;https://www.myludo.fr/img/jeux/1697526228/300/aa/800.png
898;Cyclades - Titans;2 — 6;10+;90;https://www.myludo.fr/img/jeux/1655370827/300/ab/1606.png
899;Cyclades;2 — 5;10+;90;https://www.myludo.fr/img/jeux/1672267292/300/ah/7225.png
900;Dungeon Petz;2 — 4;13+;90;https://www.myludo.fr/img/jeux/1714291491/300/ad/3875.png
901;Caverna;1 — 7;12+;120;https://www.myludo.fr/img/jeux/1757238127/300/ac/2081.png
902;Rex;3 — 6;14+;180;https://www.myludo.fr/img/jeux/1727023332/300/ad/3570.png
903;La Guerre Des Moutons;2 — 4;7+;30;https://www.myludo.fr/img/jeux/1759430995/300/ae/4212.png
904;Augustus;2 — 6;8+;30;https://www.myludo.fr/img/jeux/1693633732/300/ac/2755.png
905;Ghost Stories;1 — 4;12+;60;https://www.myludo.fr/img/jeux/1720505128/300/ai/8860.png
906;Vikings Gone Wild;2 — 4;12+;45 — 60;https://www.myludo.fr/img/jeux/1682848582/300/au/20720.png
907;Niet!;3 — 5;10+;30;https://www.myludo.fr/img/jeux/1702193745/300/ab/1037.png
908;Horreur À Arkham;1 — 8;14+;120 — 180;https://www.myludo.fr/img/jeux/1695273308/300/am/12035.png
909;Horreur À Arkham;1 — 2;14+;60;https://www.myludo.fr/img/jeux/1697962189/300/aa/384.png
910;Thunderstone;2 — 5;12+;60;https://www.myludo.fr/img/jeux/1734456368/300/ag/6407.png
911;Armadöra;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1721479490/300/ac/2121.png
912;Haute Tension De Luxe;2 — 6;12+;120;https://www.myludo.fr/img/jeux/1663678212/300/ab/1500.png
913;Pandémie - Contagion;2 — 5;10+;30;https://www.myludo.fr/img/jeux/1739267938/300/ab/1407.png
914;Sagrada;1 — 4;10+;40;https://www.myludo.fr/img/jeux/1757042574/300/ax/23810.png
915;Creativity;4 — 8;10+;30;https://www.myludo.fr/img/jeux/1735311417/300/ab/1405.png
916;Sheriff Of Nottingham;3 — 5;14+;60;https://www.myludo.fr/img/jeux/1748874781/300/aa/847.png
917;Le Tribunal;3+;18+;30;https://www.myludo.fr/img/jeux/1714122528/300/az/25867.png
918;Yggdrasil;1 — 6;13+;90;https://www.myludo.fr/img/jeux/1703590479/300/bc/28925.png
919;Limite Limite Gold;3 — 10;18+;30;https://www.myludo.fr/img/jeux/1542193708/300/bb/27568.png
920;Limite Limite Limite;3+;18+;30 — 120;https://www.myludo.fr/img/jeux/1758981484/300/at/19695.png
921;Limite Limite;3 — 10;18+;30 — 120;https://www.myludo.fr/img/jeux/1758981021/300/ab/1255.png
922;Kanagawa;2 — 4;10+;45;https://www.myludo.fr/img/jeux/1752129952/300/aa/426.png
923;CIV - Carta Impera Victoria;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1615489833/300/at/19766.png
924;Carcassonne;2 — 5;8+;40;https://www.myludo.fr/img/jeux/1758467635/300/ab/1314.png
925;Intrigue;3 — 5;14+;45;https://www.myludo.fr/img/jeux/1679652007/300/aa/815.png
926;Bohnanza;2 — 7;10+;30 — 60;https://www.myludo.fr/img/jeux/1564070857/300/aq/16614.png
927;Bohnanza;2 — 5;10+;30 — 60;https://www.myludo.fr/img/jeux/1748874959/300/ax/23157.png
928;Saboteur;3 — 10;8+;30;https://www.myludo.fr/img/jeux/1739602143/300/al/11082.png
929;Ganymede;2 — 4;12+;30 — 60;https://www.myludo.fr/img/jeux/1758988763/300/ax/23072.png
930;Gang De Castors;2 — 6;6+;20;https://www.myludo.fr/img/jeux/1673211426/300/bd/29121.png
931;Le Labyrinthe Magique;2 — 4;6+;20 — 30;https://www.myludo.fr/img/jeux/1733306612/300/ag/6939.png
932;Agricola;1 — 4;12+;90;https://www.myludo.fr/img/jeux/1732358248/300/at/19042.png
933;Disque-Monde - Ankh-Morpork;2 — 4;10+;60;https://www.myludo.fr/img/jeux/1711874613/300/ae/4457.png
934;Myrmes;2 — 4;12+;75;https://www.myludo.fr/img/jeux/1757238179/300/ad/3322.png
935;Archipelago;2 — 5;14+;90;https://www.myludo.fr/img/jeux/1733306242/300/ad/3281.png
936;Zombicide : Prison Outbreak;1 — 6;13+;60 — 120;https://www.myludo.fr/img/jeux/1678713138/300/ac/2007.png
937;Zombicide - Rue Morgue;1 — 6;13+;60 — 120;https://www.myludo.fr/img/jeux/1686040455/300/ab/1690.png
938;Zombicide - Black Plague;1 — 6;12+;60 — 120;https://www.myludo.fr/img/jeux/1699805396/300/aw/22915.png
939;Zombicide;1 — 6;13+;60;https://www.myludo.fr/img/jeux/1663057867/300/ad/3323.png
940;Orléans;2 — 4;14+;90;https://www.myludo.fr/img/jeux/1734973714/300/as/18665.png
941;Altiplano;2 — 5;12+;60 — 120;https://www.myludo.fr/img/jeux/1753515213/300/at/19315.png
942;L'Âge De Pierre;2 — 4;10+;60 — 90;https://www.myludo.fr/img/jeux/1689441164/300/aj/9607.png
943;Flipships;1 — 4;8+;30 — 45;https://www.myludo.fr/img/jeux/1716540520/300/ax/23530.png
944;Kingdomino;2 — 4;8+;15;https://www.myludo.fr/img/jeux/1727001870/300/aa/397.png
945;Queendomino;2 — 4;8+;30;https://www.myludo.fr/img/jeux/1757928034/300/at/19261.png
946;Peak Oil;2 — 5;10+;60;https://www.myludo.fr/img/jeux/1744965552/300/au/20618.png
947;Peanut Club;3 — 6;8+;20;https://www.myludo.fr/img/jeux/1756069459/300/ax/23995.png
948;Descendance;2 — 4;12+;90;https://www.myludo.fr/img/jeux/1762358139/300/ad/3917.png
949;Timeline - Multi-Thèmes;2 — 8;8+;15;https://www.myludo.fr/img/jeux/1757629528/300/ad/3260.png
950;Concept;4 — 12;10+;40;https://www.myludo.fr/img/jeux/1759090918/300/ac/2120.png
951;SET;2 — 8;6+;30;https://www.myludo.fr/img/jeux/1733306267/300/ad/3469.png
952;The Island - Strikes Back!!!;2 — 6;8+;45;https://www.myludo.fr/img/jeux/1725545174/300/aa/978.png
953;The Island;2 — 4;8+;45;https://www.myludo.fr/img/jeux/1758873942/300/ad/3666.png
954;Complots 2;2 — 8;8+;15;https://www.myludo.fr/img/jeux/1725538042/300/aa/565.png
955;Complots;2 — 8;8+;15;https://www.myludo.fr/img/jeux/1670523815/300/ac/2412.png
956;Mascarade;2 — 13;10+;30;https://www.myludo.fr/img/jeux/1741868135/300/ac/2300.png
957;Cash'N Guns;4 — 8;10+;30;https://www.myludo.fr/img/jeux/1749624254/300/ab/1636.png
958;Magic Maze;1 — 8;8+;15;https://www.myludo.fr/img/jeux/1711723632/300/at/19913.png
959;Clank!;2 — 4;12+;60;https://www.myludo.fr/img/jeux/1747310002/300/at/19410.png
960;Abyss;2 — 4;14+;45;https://www.myludo.fr/img/jeux/1741790264/300/ab/1616.png
961;Rajas Of The Ganges;2 — 4;12+;45 — 75;https://www.myludo.fr/img/jeux/1748617628/300/at/19459.png
962;The Game - Le Duel;Duo;8+;20;https://www.myludo.fr/img/jeux/1683902706/300/at/19869.png
963;The Game;1 — 5;8+;20;https://www.myludo.fr/img/jeux/1747310428/300/ab/1165.png
964;Huns;2 — 4;14+;45;https://www.myludo.fr/img/jeux/1659793399/300/at/19489.png
965;Star Wars Rébellion;2 — 4;12+;180 — 240;https://www.myludo.fr/img/jeux/1753997369/300/au/20054.png
966;Dr. Eureka;1 — 4;6+;15;https://www.myludo.fr/img/jeux/1730279261/300/aa/947.png
967;Watson & Holmes;2 — 7;12+;60;https://www.myludo.fr/img/jeux/1705764782/300/aa/288.png
968;Kodama;2 — 5;8+;30;https://www.myludo.fr/img/jeux/1694496700/300/aa/482.png
969;Battlestar Galactica - Pegasus;3 — 7;10+;180;https://www.myludo.fr/img/jeux/1745395607/300/ah/7151.png
970;Battlestar Galactica;3 — 6;10+;180;https://www.myludo.fr/img/jeux/1715534128/300/ai/8295.png
971;Outlive;2 — 4;14+;90;https://www.myludo.fr/img/jeux/1707001402/300/aa/111.png
972;Keyforge - L'Appel Des Archontes Boîte De Départ;Duo;14+;45;https://www.myludo.fr/img/jeux/1702046612/300/az/25899.png
973;Cerbère;3 — 7;10+;45;https://www.myludo.fr/img/jeux/1726139341/300/az/25594.png
974;Greenville 1989;3 — 6;16+;20 — 45;https://www.myludo.fr/img/jeux/1735208959/300/bc/28212.png
975;Inis;2 — 4;14+;60;https://www.myludo.fr/img/jeux/1757928330/300/aa/402.png
976;Citadelles;2 — 7;10+;30 — 60;https://www.myludo.fr/img/jeux/1699855771/300/at/19557.png
977;Citadelles;2 — 7;10+;30 — 60;https://www.myludo.fr/img/jeux/1721479627/300/at/19544.png
978;Lords Of Xidit;3 — 5;14+;90;https://www.myludo.fr/img/jeux/1724016890/300/at/19089.png
979;Puerto Rico;2 — 4;10+;30 — 60;https://www.myludo.fr/img/jeux/1756062885/300/ay/24895.png
980;Puerto Rico;2 — 5;12+;90;https://www.myludo.fr/img/jeux/1669388618/300/ah/7544.png
981;Small World;2 — 5;8+;75;https://www.myludo.fr/img/jeux/1735137079/300/ai/8156.png
982;Le Trône De Fer - Mère Des Dragons;3 — 8;12+;150;https://www.myludo.fr/img/jeux/1702304313/300/bc/28768.png
983;Le Trône De Fer;3 — 6;14+;150;https://www.myludo.fr/img/jeux/1742155814/300/ae/4113.png
984;Salade De Cafards;2 — 6;6+;20;https://www.myludo.fr/img/jeux/1722866139/300/ak/10258.png
985;Le Poker Des Cafards;2 — 6;8+;15;https://www.myludo.fr/img/jeux/1726139496/300/ap/15455.png
986;Goths Save The Queen;4 — 8;10+;15;https://www.myludo.fr/img/jeux/1708615701/300/aa/578.png
987;Azul;2 — 4;8+;30 — 45;https://www.myludo.fr/img/jeux/1758023259/300/at/19467.png
988;Les Princes De Catane;Duo;12+;60 — 75;https://www.myludo.fr/img/jeux/1633884580/300/ad/3277.png
989;Les Colons De Catane - La Légende Des Pirates;3 — 4;10+;90;https://www.myludo.fr/img/jeux/1720426004/300/ax/23558.png
990;Catan - Duel;Duo;12+;60 — 75;https://www.myludo.fr/img/jeux/1736920560/300/az/25094.png
991;Catan - Le Trône De Fer;3 — 4;14+;90;https://www.myludo.fr/img/jeux/1755415363/300/ax/23009.png
992;Catan;3 — 4;10+;75;https://www.myludo.fr/img/jeux/1733906574/300/at/19279.png
993;Munchkin Zombies;3 — 6;10+;90;https://www.myludo.fr/img/jeux/1724097752/300/ad/3711.png
994;Munchkin;3 — 6;12+;60;https://www.myludo.fr/img/jeux/1740584642/300/af/5447.png
995;Mito !;3 — 5;7+;20;https://www.myludo.fr/img/jeux/1651737523/300/ad/3938.png
996;Dard Dard;3 — 5;7+;25;https://www.myludo.fr/img/jeux/1729847762/300/ay/24030.png
997;Red Light: A Star Is Porn;2 — 6;18+;50;https://www.myludo.fr/img/jeux/1559102346/300/bc/28034.png
998;Projet Gaia;1 — 4;14+;120;https://www.myludo.fr/img/jeux/1741486546/300/at/19772.png
999;Terra Mystica;2 — 5;12+;60 — 150;https://www.myludo.fr/img/jeux/1725707492/300/ac/2596.png
1000;Rising Sun;3 — 5;14+;90 — 120;https://www.myludo.fr/img/jeux/1753997237/300/au/20761.png
1001;Blood Rage;2 — 4;14+;60 — 90;https://www.myludo.fr/img/jeux/1753997146/300/au/20017.png
1002;Mare Nostrum - Atlas;2 — 6;14+;90 — 120;https://www.myludo.fr/img/jeux/1669310490/300/aa/538.png
1003;Mare Nostrum;3 — 5;14+;120;https://www.myludo.fr/img/jeux/1748874997/300/aa/803.png
1004;Sushi Dice;2 — 6;6+;20;https://www.myludo.fr/img/jeux/1756240128/300/ab/1469.png
1005;Sushi Draft;3 — 5;7+;10;https://www.myludo.fr/img/jeux/1605128044/300/ab/1458.png
1006;Sushi Go !;2 — 5;8+;15;https://www.myludo.fr/img/jeux/1756070787/300/av/21882.png
1007;10' To Kill;2 — 4;10+;10;https://www.myludo.fr/img/jeux/1725632855/300/aa/944.png
1008;Mission Pas Possible;1 — 5;10+;10;https://www.myludo.fr/img/jeux/1684949640/300/at/19451.png
1009;Dixit;3 — 6;8+;30;https://www.myludo.fr/img/jeux/1753042769/300/ab/1579.png
1010;Mysterium;2 — 7;10+;42;https://www.myludo.fr/img/jeux/1761919632/300/ab/1066.png
1011;Time'S Up! Family;4 — 12;8+;30;https://www.myludo.fr/img/jeux/1742371580/300/ay/24656.png
1012;Time'S Up! Party : Version Jaune;4 — 12;12+;40;https://www.myludo.fr/img/jeux/1653209753/300/au/20870.png
1013;Jungle Speed - The Lapins Crétins;2 — 16;7+;20;https://www.myludo.fr/img/jeux/1748260483/300/ag/6213.png
1014;Jungle Speed;3 — 7;7+;20;https://www.myludo.fr/img/jeux/1651844735/300/as/18429.png
1015;7 Wonders;2 — 7;10+;30;https://www.myludo.fr/img/jeux/1709818397/300/ae/4680.png
1016;7 Wonders Duel;Duo;10+;30;https://www.myludo.fr/img/jeux/1753621742/300/ab/1005.png
1017;Les Aventuriers Du Rail - Europe;2 — 5;8+;40;https://www.myludo.fr/img/jeux/1740753858/300/ao/14083.png
1018;Les Aventuriers Du Rail - Scandinavie;2 — 3;8+;40;https://www.myludo.fr/img/jeux/1703634533/300/aj/9046.png
1019;Les Aventuriers Du Rail;2 — 5;8+;45;https://www.myludo.fr/img/jeux/1756067982/300/ae/4484.png
1020;Codenames XXL;2 — 8;14+;30;https://www.myludo.fr/img/jeux/1744192724/300/ba/26980.png
1021;Codenames Duo;2+;12+;15;https://www.myludo.fr/img/jeux/1756383018/300/at/19657.png
1022;Codenames Images;2 — 8;10+;15;https://www.myludo.fr/img/jeux/1639068134/300/aa/807.png
1023;Codenames;2+;12+;15;https://www.myludo.fr/img/jeux/1733805388/300/aa/629.png
1024;Docteur Pilule;4 — 10;10+;15 — 30;https://www.myludo.fr/img/jeux/1675687428/300/aa/259.png
1025;Dogs Of War;3 — 5;14+;75;https://www.myludo.fr/img/jeux/1760243167/300/ab/1453.png
1026;Viticulture;1 — 6;14+;60;https://www.myludo.fr/img/jeux/1706345902/300/at/19646.png
