id_jeu;nom;nb_joueurs_min;nb_joueur_max;age_min;Unnamed: 5;lien_photo;extension;duree_min;duree_max;type;description
328;Boomerang - Australia;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1689350626/300/bk/36804.png;;30;;Jeu familial;Boomerang – Australia reprend le même principe tout en ajoutant des objectifs spécifiques au continent australien. La gestion des combinaisons devient plus subtile et les choix plus tendus. Les parties restent rapides, dynamiques et très fluides. Le thème est dépaysant et agréable. C’est une excellente alternative si l’on apprécie le premier opus.
848;Celestia;2.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1749443557/300/aa/817.png;;30;;Jeu familial;Celestia est un jeu de prise de risque dans lequel les joueurs embarquent dans un aéronef et décident s’ils veulent rester ou descendre à chaque étape. Le capitaine doit résoudre les dangers tirés au hasard, ce qui crée des moments de tension et d’incertitude. Chaque tour est un pari entre prudence et ambition. Le matériel et l’ambiance poétique renforcent l’immersion. C’est un très bon jeu familial, à la fois simple, élégant et stratégique.
735;Chakra;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1730368473/300/bc/28191.png;;30;;Jeu familial;Chakra est un jeu zen et coloré où les joueurs manipulent des énergies pour harmoniser leur esprit. La mécanique est fluide, intuitive et très agréable à manipuler. Chaque choix demande réflexion et anticipation, mais sans créer de stress. L’esthétique calme et apaisante participe fortement au plaisir de jeu. C’est un jeu stratégique mais relaxant, rare dans sa catégorie.
322;Charafe;3.0;10.0;8.0;;https://www.myludo.fr/img/jeux/1710545008/300/bg/32241.png;;30;;Jeu familial;Charafe est un jeu d’ambiance où les joueurs doivent imiter des cris d’animaux pour rassembler les membres d’une même espèce. Le chaos devient rapidement hilarant, surtout à plusieurs. Les règles sont immédiates, ce qui le rend accessible aux enfants comme aux adultes. La rapidité des tours maintient une énergie permanente. C’est un excellent jeu pour briser la glace et créer des fous rires.
923;CIV - Carta Impera Victoria;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1615489833/300/at/19766.png;;30;;Jeu familial;CIV – Carta Impera Victoria est un jeu de civilisation épuré où chaque carte collectionnée apporte un effet politique, culturel ou scientifique. La victoire dépend du type de développement choisi, ce qui rend chaque partie différente. Les interactions sont discrètes mais importantes. Malgré sa simplicité, il offre une vraie profondeur stratégique. C’est un jeu rapide mais très intelligent.
62;Coloretto;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1729377964/300/ar/17089.png;;30;;Jeu de cartes;Coloretto est un jeu de collection élégant où les joueurs choisissent des cartes tout en évitant de dépasser le nombre de couleurs autorisé. Le risque est toujours présent, car une pile trop remplie peut ruiner un score. Le système de choix est aussi simple qu’ingénieux. Les parties sont tendues jusqu’à la fin. C’est un classique de la stratégie légère.
338;Conspiracy;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1757042454/300/bf/31421.png;;30;;Jeu familial;Conspiracy est un jeu de draft compact où les joueurs construisent une pyramide de seigneurs pour activer des pouvoirs et gagner des majorités. Chaque décision influence plusieurs niveaux de jeu. La partie est courte mais très tactique. Le système encourage l’optimisation sans être complexe. C’est un jeu esthétique, intelligent et très accessible.
161;Crazy Time;3.0;14.0;8.0;;https://www.myludo.fr/img/jeux/1735069178/300/bh/33085.png;;30;;Jeu familial;Crazy Time est un jeu d’ambiance basé sur des contraintes de temps pour faire deviner des mots ou actions. La pression temporelle crée des situations absurdes et drôles. Les joueurs doivent s’adapter rapidement aux règles qui changent. Le rythme effréné favorise le fun immédiat. C’est un jeu parfait pour dynamiser une soirée.
747;CuBirds;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1741865053/300/ay/24746.png;;30;;Jeu familial;CuBirds est un jeu de collection basé sur l'agencement de lignes d’oiseaux, où chaque carte jouée modifie les lignes de manière stratégique. Le système est original et demande d’anticiper les réactions adverses. Les illustrations sont magnifiques et renforcent le plaisir de jouer. Les combos potentiels sont nombreux. C’est un jeu simple d’accès mais très malin.
211;Deadlies;3.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1725975663/300/bz/51522.png;;30;;Jeu familial;Deadlies est un jeu où les sept péchés capitaux prennent vie sous forme de cartes aux effets perturbateurs. Les joueurs doivent se débarrasser de leurs cartes en gérant ces pouvoirs parfois nuisibles. Les interactions sont constantes et amusantes. Le thème est bien intégré et ajoute une touche d’humour. Les parties sont rapides mais toujours différentes.
750;Deep Sea Adventure;2.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1739622864/300/ab/1698.png;;30;;Jeu familial;Deep Sea Adventure est un jeu de plongée où tous les joueurs explorent avec une seule réserve d’oxygène. L’avancée est un pari constant entre gourmandise et prudence. Le stress monte à mesure que l’oxygène s’épuise. Le matériel minimaliste crée une ambiance unique. C’est un excellent jeu de stop ou encore.
582;Diamant;3.0;8.0;8.0;;https://www.myludo.fr/img/jeux/1741865064/300/aa/521.png;;30;;Jeu familial;Diamant est un jeu de prise de risque où les joueurs explorent une grotte remplie de trésors mais aussi de pièges. Chaque étape demande de choisir entre continuer ou se mettre en sécurité. La tension monte au fur et à mesure que les dangers s’accumulent. Les parties sont remplies de cris, de rires et de retournements. C’est un classique familial incontournable.
1009;Dixit;3.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1753042769/300/ab/1579.png;;30;;Jeu familial;Dixit est un jeu d’imagination où les joueurs donnent des indices poétiques pour faire deviner leur carte. Les illustrations oniriques favorisent l’interprétation libre. L’équilibre entre trop d’indice et pas assez crée une dynamique passionnante. Les parties sont calmes, créatives et très sociales. C’est un jeu unique dans son ambiance.
809;Dixit - Odyssey;3.0;12.0;8.0;;https://www.myludo.fr/img/jeux/1694429654/300/ab/1577.png;;30;;Jeu familial;Dixit – Odyssey ajoute davantage de cartes et permet de jouer à plus nombreux. Les variantes renforcent l’interaction et la diversité. C’est une excellente extension pour enrichir l’expérience.
746;Edenia;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1725633238/300/aa/417.png;;30;;Jeu familial;Edenia est un jeu où les joueurs guident des moutons dans l’espace sur des chemins modulaires. Chaque déplacement ouvre de nouvelles opportunités ou pièges. La course finale crée un suspense agréable. Le thème est original et amusant. C’est un jeu léger et familial.
602;El Maestro;3.0;8.0;8.0;;https://www.myludo.fr/img/jeux/1734344870/300/bb/27520.png;;30;;Jeu familial;El Maestro est un jeu d’expression où un joueur dessine dans les airs pendant que les autres doivent reproduire son geste. Les décalages entre intention et résultat sont hilarants. La mécanique est simple mais très efficace. Les parties sont rapides et mémorables. C’est un jeu parfait pour l’ambiance.
695;Flamme Rouge;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1758363698/300/aa/400.png;;30;;Jeu familial;Flamme Rouge est un jeu de course cycliste où chaque joueur contrôle deux coureurs avec des decks séparés. La gestion de l’endurance et des positions est cruciale. Les pistes variées créent un challenge renouvelé. La tension monte dans les derniers mètres. C’est un des meilleurs jeux de course modernes.
26;For A Crown;3.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1762534999/300/dc/80678.png;;30;;Jeu familial;For A Crown est un jeu tactique où les joueurs recrutent mercenaires et personnages pour contrôler des territoires. Les choix sont tendus car chaque recrutement influence le suivant. Le format duel est parfaitement équilibré. Le jeu est compact mais très stratégique.
478;Gaïa;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1758467630/300/ab/1295.png;;30;;Jeu familial;Gaïa est un jeu de création de monde où les joueurs posent des tuiles pour former des paysages cohérents. L’objectif est de développer son peuple au bon endroit. Le jeu mêle construction, opportunisme et anticipation. Le thème est relaxant et plaisant.
621;Gaïa;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1758872279/300/ab/1277.png;;30;;Jeu familial;Gaïa (duplicata) suit le même principe avec la même ambiance légère et stratégique.
673;Gang Of Four;3.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1758466624/300/ar/17479.png;;30;;Jeu familial;Gang of Four est un jeu de défausse où les joueurs doivent vider leur main en jouant des combinaisons. Le rythme est rapide et demande une bonne lecture des adversaires. L’origine asiatique du jeu lui donne une structure élégante. Les parties s’enchaînent naturellement.
772;Ghost Fightin' Treasure Hunters;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1582906672/300/at/19417.png;;30;;Jeu familial;Ghost Fightin' Treasure Hunters est un jeu coopératif où les joueurs explorent une maison hantée pour récupérer des trésors. La progression devient de plus en plus difficile. Le risque de se faire enfermer crée une vraie tension. Les enfants l’adorent autant que les adultes.
168;Graal;3.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1622964855/300/bx/49496.png;;30;;Jeu familial;Graal est un jeu d’enquête absurde où les joueurs résolvent des situations loufoques dans un univers médiéval parodique. Les énigmes demandent logique et humour. L’ambiance est légère et décalée.
713;Hanabi;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1741868641/300/as/18529.png;;30;;Jeu coopératif;Hanabi est un jeu coopératif où les joueurs construisent un feu d’artifice sans voir leurs propres cartes. La communication est limitée mais essentielle. Chaque erreur peut coûter la partie. L’expérience est unique, tendue et très intelligente.
400;Hystericoach;4.0;14.0;8.0;;https://www.myludo.fr/img/jeux/1752171520/300/am/12082.png;;30;;Jeu familial;Hystericoach est un jeu d’ambiance où un coach mime des comportements sportifs pour que son équipe trouve les bonnes cartes. L’énergie est explosive et très drôle. Les parties sont courtes mais extrêmement vivantes.
461;Just One;3.0;7.0;8.0;;https://www.myludo.fr/img/jeux/1729162972/300/az/25929.png;;30;;Jeu de mots / communication;Just One est un jeu coopératif où les joueurs donnent des indices uniques pour faire deviner un mot. Les doublons sont éliminés, ce qui crée des moments de frustration hilarante. Le jeu est simple, mais demande finesse et intuition.
831;King Of Tokyo;2.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1749303146/300/aa/575.png;;30;;Jeu familial;King of Tokyo est un jeu de dés où les monstres géants s'affrontent pour dominer la ville. Le hasard est compensé par des choix tactiques. L’ambiance est explosive et familiale.
968;Kodama;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1694496700/300/aa/482.png;;30;;Jeu familial;Kodama est un jeu de construction d'arbre où les joueurs ajoutent des branches pour créer des combinaisons de symboles. Le thème est doux et poétique.
272;Kompromat;2.0;2.0;8.0;;https://www.myludo.fr/img/jeux/1755419974/300/bq/42587.png;;30;;Jeu familial;Kompromat est un jeu de duel basé sur le blackjack où les joueurs se disputent des missions secrètes. L’équilibre entre risque et prudence est crucial.
789;Les Loups-Garous De Thiercelieux;8.0;18.0;8.0;;https://www.myludo.fr/img/jeux/1741868394/300/as/18179.png;;30;;Jeu familial;Les Loups-Garous de Thiercelieux est un jeu d'identité secrète où villageois et loups s’affrontent par discussion. L’ambiance repose entièrement sur les joueurs.
100;Les Tours Ambulantes;1.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1683375346/300/ci/60693.png;;30;;Jeu familial;Les Tours Ambulantes est un jeu fantastique où les joueurs déplacent tours et magiciens pour capturer ou libérer des lieux. Les choix tactiques sont riches et l'univers très charmant.
652;Lift It!;1.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1699608940/300/av/21040.png;;30;;Jeu familial;Lift It! est un jeu d’adresse hilarant où les joueurs doivent construire des structures en utilisant une grue… attachée à leur tête. Les défis deviennent rapidement chaotiques, surtout en mode coopératif ou duel. Le rire est garanti à chaque tentative hasardeuse. Le matériel coloré attire tout de suite l’attention. C’est un jeu parfait pour dynamiser une soirée.
639;Ligretto Bleu;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1725536213/300/bd/29122.png;;30;;Jeu de rapidité;Ligretto Bleu est un jeu de cartes ultra-rapide où tous les joueurs jouent simultanément pour se débarrasser de leur paquet. La vitesse et la coordination visuelle sont essentielles. Le chaos crée une tension constante et beaucoup d’adrénaline. Les manches courtes donnent envie d’enchaîner. C’est un incontournable des jeux frénétiques.
440;Matryoshka;3.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1701704188/300/bc/28356.png;;30;;Jeu familial;Matryoshka est un jeu de collection où les joueurs échangent des cartes pour créer les plus belles séries de poupées russes. La négociation est au cœur de l’expérience. Les décisions doivent être prises avec finesse pour optimiser son score. Le rythme est fluide et les parties rapides. Un excellent jeu d’échange et d’anticipation.
33;Mille Sabords !;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1732882597/300/ac/2734.png;;30;;Jeu familial;Mille Sabords ! est un jeu de stop ou encore où les joueurs lancent des dés pour accumuler trésors et symboles tout en évitant les pirates. Le risque est omniprésent et les explosions de chatouille ajoutent une tension amusante. Les choix sont simples mais engageants. L’ambiance est toujours festive. Parfait pour des parties familiales rythmées.
330;Mots A Gogo;4.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1613007137/300/bk/36384.png;;30;;Jeu familial;Mots à Gogo est un jeu d’expression où les joueurs doivent faire deviner des mots à partir d’un ensemble d’indices imposés. Les contraintes créent souvent des explications absurdes. Le jeu met l’ambiance grâce à son aspect rapide et accessible. La créativité est constamment sollicitée. Idéal pour les amateurs de jeux de mots.
645;Mr. Jack - London;2.0;2.0;8.0;;https://www.myludo.fr/img/jeux/1741868190/300/at/19064.png;;30;;Jeu familial;Mr. Jack – London est un jeu de duel asymétrique où l’inspecteur tente de démasquer Mr. Jack dissimulé parmi huit suspects. Le jeu repose sur la déduction et le bluff. Chaque décision influence la visibilité des personnages. Les parties sont tendues, élégantes et très tactiques. C’est un classique du jeu à deux.
308;Onitama - Sensei'S Path / Way Of The Wind;2.0;2.0;8.0;;https://www.myludo.fr/img/jeux/1758443734/300/bd/29464.png;;30;;Jeu abstrait;Onitama – Sensei’s Path / Way of the Wind est une extension qui ajoute de nouvelles cartes de mouvement et un esprit du vent influençant le plateau. Les choix deviennent encore plus subtils. Le vent modifie les trajectoires et crée des opportunités inédites. L’extension enrichit Onitama sans le complexifier. Parfait pour renouveler les duels stratégiques.
523;Patchwork;2.0;2.0;8.0;;https://www.myludo.fr/img/jeux/1758872438/300/au/20059.png;;30;;Jeu abstrait;Patchwork est un jeu de stratégie à deux où les joueurs construisent une couverture en assemblant des pièces façon Tetris. La gestion du temps et des boutons est cruciale. Les choix sont simples mais très tactiques. Les parties sont rapides et tendues. Un grand classique du duel abstrait.
498;Patchwork Doodle;1.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1726139921/300/bd/29588.png;;30;;Jeu abstrait;Patchwork Doodle est un flip & write inspiré de Patchwork où les joueurs dessinent leur couverture en temps limité. Chaque tour oblige à optimiser l’espace avec une nouvelle forme. Les bonus permettent des ajustements tactiques. Les parties sont rapides et accessibles. Parfait pour les fans de puzzles.
364;Perudo;2.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1722875495/300/bf/31316.png;;30;;Jeu familial;Perudo est un jeu de bluff et de dés où les joueurs misent sur le nombre total de faces visibles sous les gobelets. Les annonces créent une tension permanente. Le mensonge et l’intuition sont essentiels pour survivre. Les parties deviennent de plus en plus intenses à mesure que les dés disparaissent. Un classique du bluff.
829;Pickomino - La Totale !;2.0;7.0;8.0;;https://www.myludo.fr/img/jeux/1724601647/300/ba/26018.png;;30;;Jeu familial;Pickomino – La Totale ! regroupe le jeu et ses extensions pour offrir encore plus de choix dans la chasse aux vers grillés. Le système de prise de risque reste central. Les nouvelles tuiles augmentent les possibilités tactiques. L’interaction est toujours forte. C’est la version ultime pour les amateurs de Pickomino.
244;Pictures;3.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1702653899/300/br/43626.png;;30;;Jeu familial;Pictures est un jeu créatif où les joueurs doivent faire deviner des photos en utilisant des matériaux très différents : cubes, ficelles, symboles… Les contraintes encouragent la créativité et le rire. Chaque manche propose un nouvel outil, renouvelant l’expérience. Les révélations finales sont souvent surprenantes. C’est un jeu familial extrêmement malin.
477;Piratoons;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1622970681/300/ab/1290.png;;30;;Jeu familial;Piratoons est un jeu de construction où les joueurs assemblent leur navire pirate en misant simultanément sur les pièces. La rapidité et la stratégie se mêlent. Les enchères secrètes créent un vrai suspense. Le résultat final est souvent drôle et chaotique. C’est un jeu dynamique et très interactif.
43;Pixies;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1751635844/300/cw/74105.png;;30;;Jeu familial;Pixies est un jeu de collection féerique où les joueurs tentent de rassembler des esprits magiques avant leurs adversaires. Les choix sont doux mais tactiques. Le thème enchanteur rend le jeu très accessible. Les parties sont rapides et fluides. Parfait pour jouer en famille.
686;Pocket Madness;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1753054087/300/aa/347.png;;30;;Jeu familial;Pocket Madness est un jeu inspiré de Lovecraft où les joueurs tentent d’éviter la folie en gérant des cartes instables. Les combinaisons permettent de saboter les adversaires. Le rythme est rapide et nerveux. Le thème est léger mais bien présent. C’est un jeu fun qui mélange chaos et tactique.
520;Port Royal;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1692686324/300/as/18722.png;;30;;Jeu familial;Port Royal est un jeu de stop ou encore où les joueurs explorent un port pour recruter des équipages et réaliser des expéditions. Le tirage de cartes dicte les risques à prendre. Les choix sont tendus mais accessibles. Les combos rendent chaque partie unique. Un excellent jeu de cartes moderne.
434;Poule Poule;2.0;8.0;8.0;;https://www.myludo.fr/img/jeux/1731827654/300/bh/33140.png;;30;;Jeu familial;Poule Poule est un jeu d’observation hyper-rapide où il faut compter des œufs au fil d’un film défilant… mais avec des interruptions absurdes. La mémoire devient vite un enfer amusant. Les erreurs déclenchent de grands fous rires. Les parties sont courtes et frénétiques. Un jeu d’ambiance extrêmement efficace.
630;Pylos Mini;2.0;2.0;8.0;;https://www.myludo.fr/img/jeux/1666088881/300/ay/24694.png;;30;;Jeu familial;Pylos Mini est un jeu abstrait où les joueurs construisent une pyramide en plaçant des billes de manière stratégique. L’objectif est de réaliser des carrés pour monter plus vite. Les décisions sont simples mais profondes. Le matériel minimaliste est très élégant. C’est un classique du jeu abstrait.
585;Quarto Mini;2.0;2.0;8.0;;https://www.myludo.fr/img/jeux/1619442034/300/ay/24697.png;;30;;Jeu abstrait;Quarto Mini est un jeu de réflexion où chaque pièce possède quatre caractéristiques, et l’adversaire choisit la pièce que vous devrez poser. Les dilemmes sont permanents. La tension monte à mesure que les alignements se construisent. Le format mini est parfait pour le transport. Un chef-d’œuvre du jeu abstrait.
945;Queendomino;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1757928034/300/at/19261.png;;30;;Jeu familial;Queendomino est une version plus stratégique de Kingdomino, avec de la construction de bâtiments et de la gestion de ressources. Les choix sont plus nombreux. La compétition pour les terrains devient plus tendue. La montée en complexité reste accessible. C’est un excellent jeu familial+.
166;Ramen Fury;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1602148190/300/bq/42555.png;;30;;Jeu familial;Ramen Fury est un jeu rapide où les joueurs assemblent des bols de ramen en combinant saveurs, épices et bonus. Les interactions sont nombreuses pour voler ou modifier les plats. Le rythme est rapide et tactique. Le thème est fun et accrocheur. Parfait pour des parties légères.
669;Riff Raff;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1617264825/300/ad/3193.png;;30;;Jeu familial;Riff Raff est un jeu d’adresse hilarant où les joueurs empilent des objets sur un navire en équilibre instable. Le moindre mouvement peut tout faire tomber. La tension est permanente. Les parties sont pleines de suspense et de rires. Un jeu spectaculaire pour tous les âges.
117;River Dragons;2.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1743534720/300/bs/44157.png;;30;;Jeu familial;River Dragons est un jeu de programmation où les joueurs placent des planches pour traverser un fleuve avant les autres. Les ordres simultanés créent des retournements inattendus. Les interactions peuvent saboter des plans bien établis. Le matériel est superbe. C’est un jeu familial stratégique très divertissant.
872;Rush & Bash;2.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1730559186/300/av/21880.png;;30;;Jeu familial;Rush & Bash est un jeu de course fun où les joueurs utilisent des cartes pour accélérer, déraper ou bombarder leurs adversaires. Le chaos est total mais toujours amusant. Chaque personnage possède des capacités différentes. Les pistes offrent beaucoup de variété. Un excellent jeu d’action pour jouer en groupe.
928;Saboteur;3.0;10.0;8.0;;https://www.myludo.fr/img/jeux/1739602143/300/al/11082.png;;30;;Jeu familial;Saboteur est un jeu de cartes sur le thème de l'exploitation minière, conçu par Frédéric Moyersoen et publié pour la première fois en 2004.
363;Saboteur - Les Mineurs Contre-Attaquent !;2.0;12.0;8.0;;https://www.myludo.fr/img/jeux/1707685015/300/af/5265.png;;30;;Jeu familial;Saboteur – Les Mineurs Contre-Attaquent ! est un jeu semi-coopératif où deux équipes s’affrontent pour creuser un réseau de tunnels tout en tentant de découvrir les rôles adverses. Les joueurs doivent collaborer prudemment, car les saboteurs cherchent à faire échouer les autres sans se dévoiler trop tôt. Le système de chemins, de blocages et d’actions spéciales crée une tension constante. Les retournements sont nombreux et chaque partie raconte une petite histoire différente. C’est un jeu accessible mais très interactif, idéal pour les groupes qui aiment le bluff et la suspicion.
153;Sea Salt & Paper;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1739973378/300/ch/59020.png;;30;;Jeu familial;Sea Salt & Paper est un petit jeu de collection élégant basé sur la prise de risques et les combos de cartes. Les joueurs tentent de créer les meilleures associations tout en surveillant quand déclencher la fin de manche. Le rythme est fluide et la tension monte au fur et à mesure que les piles diminuent. Les illustrations faites en origami donnent un charme unique au jeu. Court mais très stratégique, il se rejoue sans jamais lasser.
163;Skull King;2.0;8.0;8.0;;https://www.myludo.fr/img/jeux/1756842413/300/cg/58121.png;;30;;Jeu familial;Skull King est un jeu de plis où les joueurs doivent annoncer exactement combien de levées ils pensent remporter. L’équilibre entre prudence et audace est essentiel, car un pari mal évalué peut coûter très cher. Les cartes spéciales comme les pirates ou la sirène ajoutent une dimension chaotique et très amusante. Les manches deviennent de plus en plus intenses, surtout en fin de partie. C’est un jeu d’ambiance mais aussi de finesse, parfait pour les groupes qui aiment la prise de risque.
164;Skull King;2.0;8.0;8.0;;https://www.myludo.fr/img/jeux/1650438699/300/ce/56151.png;;30;;Jeu familial;Skull King reprend les mêmes mécaniques tout en conservant sa forte dimension de bluff et d’anticipation. Les joueurs s'amusent autant à respecter leurs annonces qu’à tenter des coups improbables. Sa montée en tension naturelle le rend particulièrement accrocheur.
451;Skull King;2.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1681394829/300/au/20800.png;;30;;Jeu familial;Skull King, dans une autre occurrence, reste un jeu où lecture des adversaires et gestion des cartes sont indispensables. Sa simplicité apparente masque une vraie profondeur tactique. C’est un classique moderne du jeu de plis.
432;Super Cats;3.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1735309708/300/bg/32389.png;;30;;Jeu familial;Super Cats est un jeu rapide et fun où les joueurs tentent de transformer leur équipe de chats en super-héros avant les autres. Les choix simultanés créent des moments de bluff et de surprises. La deuxième phase, où l’un des joueurs incarne un robot géant, modifie totalement l’ambiance et le rythme. Les parties sont courtes, explosives et remplies de rebondissements. C’est un excellent jeu d’apéro pour enfants comme pour adultes.
356;Time Bomb - Evolution;4.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1735984467/300/bk/36667.png;;30;;Jeu familial;Time Bomb – Evolution est un jeu de bluff et de déduction où les joueurs doivent désamorcer une bombe ou la faire exploser selon leur équipe cachée. Les cartes actions introduisent de nouveaux effets qui renouvellent la tension et la stratégie. La pression monte à chaque fil coupé, car une erreur peut être fatale. Les discussions, accusations et fausses pistes donnent des parties très vivantes. C’est un jeu rapide, nerveux et extrêmement efficace avec n’importe quel groupe.
1011;Time'S Up! Family;4.0;12.0;8.0;;https://www.myludo.fr/img/jeux/1742371580/300/ay/24656.png;;30;;Jeu de rapidité;Time’S Up! Family te fait deviner des mots en trois manches de plus en plus délirantes où l’ambiance grimpe rapidement. Les explications fusent, les mimes deviennent improbables et les fous rires sont garantis. C’est un jeu accessible qui fonctionne aussi bien avec les enfants qu’avec les adultes. La pression du chrono ajoute un vrai dynamisme. On enchaîne les parties sans même s’en rendre compte.
228;Tranquillité;1.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1741790004/300/by/50995.png;;30;;Jeu familial;Tranquillité t’embarque dans une aventure coopérative où vous devez explorer une île en posant vos cartes dans l’ordre. Le défi est calme mais surprenant, car chaque placement peut bloquer la progression. La communication est limitée, ce qui renforce la tension douce. L’ambiance est zen et agréable, idéale pour un moment posé. C’est un puzzle collectif très plaisant à résoudre.
249;Trek 12;1.0;;8.0;;https://www.myludo.fr/img/jeux/1759626841/300/bp/41776.png;;30;;Jeu familial;Trek 12 te propose une ascension de montagne où chaque lancer de dés crée des choix tactiques subtils. Les chaînes et zones que tu formes déterminent ton score final, rendant chaque décision cruciale. Le jeu est simple à prendre en main mais offre une grande profondeur. Les parties sont rapides et donnent envie de s’améliorer. Le système de progression ajoute encore plus de plaisir.
466;Trésor Caché;2.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1732359210/300/ab/1689.png;;30;;Jeu familial;Trésor Caché te fait plonger dans une chasse aux richesses où tu dois gérer ton exploration tout en gardant un œil sur les autres. Les cartes créent tension et opportunisme à chaque tour. On hésite toujours entre sécuriser ses trouvailles ou pousser sa chance un peu plus loin. Les retournements sont nombreux et souvent drôles. C’est un petit jeu malin et rythmique.
19;Tussie Mussie;1.0;4.0;8.0;;https://www.myludo.fr/img/jeux/1758221039/300/cd/55723.png;;30;;Jeu familial;Tussie Mussie t’invite à composer des bouquets grâce à un ingénieux système de choix cachés et révélés. Les fleurs ont des effets subtils qu’il faut apprendre à combiner. Le cœur du jeu repose sur le bluff léger et l’analyse des adversaires. L’univers floral apporte une touche douce et élégante. C’est rapide, simple et étonnamment stratégique.
446;Twins;3.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1597821029/300/at/19119.png;;30;;Jeu familial;Twins te met au défi de deviner quelles cartes se marieront le mieux avec celles des autres joueurs. Les choix sont parfois logiques, parfois complètement absurdes. Le fun vient surtout des révélations qui créent des surprises mémorables. C’est un jeu social très léger et accessible. On rigole beaucoup des associations improbables.
656;Vendredi 13;3.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1677822313/300/ab/1628.png;;30;;Jeu familial;Vendredi 13 te plonge dans une bataille de cartes où tu dois éviter de récupérer les pires malédictions. Les valeurs changent rapidement et obligent à adapter ta stratégie. Le bluff et l’anticipation jouent un rôle important. L’ambiance est tendue mais amusante. C’est un petit jeu rapide qui tourne très bien.
158;Welcome To Rapid City;3.0;6.0;8.0;;https://www.myludo.fr/img/jeux/1611955065/300/bj/35618.png;;30;;Roll & Write;Welcome To Rapid City te transforme en architecte tentant d’organiser la meilleure ville possible en temps limité. Chaque choix influence la forme finale de ton quartier. Le rythme est nerveux et demande de la réactivité. On cherche constamment à optimiser tout en suivant les contraintes. C’est une version plus punchy du classique Welcome To.
871;When I Dream;4.0;10.0;8.0;;https://www.myludo.fr/img/jeux/1747309779/300/at/19546.png;;30;;Jeu de mots / communication;When I Dream t’invite à deviner des mots en étant guidé – ou saboté – par les autres joueurs autour de la table. Les rôles secrets créent une ambiance unique, entre poésie et chaos. Le moment où tu racontes ton rêve final est toujours mémorable. Les illustrations renforcent la magie du jeu. C’est une expérience sociale très immersive.
924;Carcassonne;2.0;5.0;8.0;;https://www.myludo.fr/img/jeux/1758467635/300/ab/1314.png;;40;;Placement de tuiles;Carcassonne t’embarque dans la construction d’un paysage médiéval où chaque tuile modifie la carte. Tu dois placer tes partisans au bon moment pour contrôler routes, villes et champs. Les choix sont simples mais toujours tactiques. Le jeu se renouvelle à chaque partie grâce aux tirages. C’est un grand classique qui reste toujours aussi efficace.
